code,district,department,municipality,school_name,address,phone,supervisor,director,sector,area,status,teaching_mode,schedule,plan,departmental
00-06-0053-46,01-403,Guatemala,Guatemala,Liceo De Computacion CSS,Sin especificar,['2288-2093'],Carlos Humberto Gonzalez De Leon,Leonel Ramiro Alvarez Carrera,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-06-0055-46,01-101,Guatemala,Guatemala,Colegio Cristiano Semillas De Amor,Sin especificar,['2254-4806'],Maria Estela Marroquin Chur De Ortega,Walter Haroldo Morales,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-06-0056-46,01-101,Guatemala,Guatemala,Escuela Experimental Con Orientacion Ocupacional Villa De Los Ninos Zona 6,Sin especificar,['2254-3139'],Maria Estela Marroquin Chur De Ortega,Victor Emilio Gomez Mendoza,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Metropolitana
00-06-0057-46,01-403,Guatemala,Guatemala,Instituto Privado Mixto Jose Ernesto Monzon,Sin especificar,['2288-6512'],Carlos Humberto Gonzalez De Leon,Mario Alexander Perez Chinchilla,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Metropolitana
00-06-0058-46,01-101,Guatemala,Guatemala,Colegio Panamericano No 6,Sin especificar,['2254-9967'],Maria Estela Marroquin Chur De Ortega,Mildred Yadira Hernandez Laza Lux,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
00-06-0059-46,01-102,Guatemala,Guatemala,Colegio Mixto Cipresales,Sin especificar,['2288-2123'],Zizi Arely Lopez Chinchilla,Emma Etelvina Orellana Ramirez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-06-0062-46,01-403,Guatemala,Guatemala,Colegio Politecnico,Sin especificar,['2221-9364'],Carlos Humberto Gonzalez De Leon,Yudy Janet Orellana Galindo,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Metropolitana
00-06-0064-46,01-403,Guatemala,Guatemala,Colegio Clasico Guatemalteco,Sin especificar,['5239-4686'],Carlos Humberto Gonzalez De Leon,Rony Arturo Chinchilla Cristales,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-06-0065-46,01-403,Guatemala,Guatemala,Colegio Clasico Guatemalteco,Sin especificar,['5239-4686'],Carlos Humberto Gonzalez De Leon,Rony Arturo Chinchilla Cristales,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-06-0069-46,01-102,Guatemala,Guatemala,Colegio Clasico Guatemalteco,Sin especificar,['5239-4686'],Zizi Arely Lopez Chinchilla,Rony Arturo Chinchilla Cristales,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-0073-46,01-101,Guatemala,Guatemala,Liceo Mixto Bilingue Jose Maria Orellana,Sin especificar,['2254-2497'],Maria Estela Marroquin Chur De Ortega,Hector Ronaldo Claveria Sandoval,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
00-06-0074-46,01-102,Guatemala,Guatemala,Liceo De Computacion CSS,Sin especificar,['2288-2093'],Zizi Arely Lopez Chinchilla,Leonel Ramiro Alvarez Carrera,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Metropolitana
00-06-0077-46,01-403,Guatemala,Guatemala,Instituto Nacional De Educacion Diversificada Doctora Sara Cabarrus De Ruiz,Sin especificar,['2270-2943'],Carlos Humberto Gonzalez De Leon,Jovita Antonieta Miranda Barrios,Oficial,Urbana,Abierta,Monolingue,Nocturna,Diario,Metropolitana
00-06-0078-46,01-403,Guatemala,Guatemala,Instituto Nacional De Educacion Diversificada Doctora Sara Cabarrus De Ruiz,Sin especificar,['2270-2943'],Carlos Humberto Gonzalez De Leon,Jovita Antonieta Miranda Barrios,Oficial,Urbana,Abierta,Monolingue,Nocturna,Diario,Metropolitana
00-06-0079-46,01-101,Guatemala,Guatemala,Escuela Experimental Con Orientacion Ocupacional Villa De Los Ninos Zona 6,Sin especificar,['2254-3170'],Maria Estela Marroquin Chur De Ortega,Victor Emilio Gomez Mendoza,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-0081-46,01-402,Guatemala,Guatemala,Instituto Nacional De Educacion Diversificada Doctora Sara Cabarrus De Ruiz,Sin especificar,['2270-2943'],Carlos Humberto Gonzalez De Leon,Jovita Antonieta Miranda Barrios,Oficial,Urbana,Abierta,Monolingue,Nocturna,Diario,Metropolitana
00-06-0083-46,01-403,Guatemala,Guatemala,Liceo De Computacion CSS Zona 7,Sin especificar,['2288-2093'],Carlos Humberto Gonzalez De Leon,Leonel Ramiro Alvarez Carrera,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
00-06-0085-46,01-106,Guatemala,Guatemala,Liceo De Ciencias Tecnicas,Sin especificar,['2288-1033'],Cesar Arnoldo Martinez Garcia,Carlos Humberto Barrios Lopez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
00-06-0087-46,01-403,Guatemala,Guatemala,Colegio Clasico Guatemalteco,Sin especificar,['2309-9266'],Carlos Humberto Gonzalez De Leon,Rony Arturo Chinchilla Cristales,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
00-06-0091-46,01-403,Guatemala,Guatemala,Liceo Tecnologico Guatemalteco,Sin especificar,['2270-3356'],Carlos Humberto Gonzalez De Leon,Sara Liseth Arias Mijangos,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
00-06-0092-46,01-627,Guatemala,Guatemala,Colegio Mixto Cipresales,Sin especificar,['2254-4214'],Isaura Amparo Recinos Carrillo,Emma Etelvina Orellana Ramirez,Privado,Urbana,Abierta,Monolingue,Matutina,Fin de semana,Metropolitana
00-06-0097-46,01-101,Guatemala,Guatemala,Colegio Mixto Hidalgo Knoth,Sin especificar,['2206-7425'],Maria Estela Marroquin Chur De Ortega,Thelma Ondina Vasquez Reyez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
00-06-0526-46,01-102,Guatemala,Guatemala,Escuela Nacional De Ciencias Comerciales Romulo Gallegos Freire,Sin especificar,['2289-4358'],Zizi Arely Lopez Chinchilla,Diana Beatriz Orizabal Araujo,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-06-0527-46,01-102,Guatemala,Guatemala,Instituto Privado Mixto De Educacion Diversificada Dr Rodolfo Robles,Sin especificar,['2288-5288'],Zizi Arely Lopez Chinchilla,Rodolfo Vargas Alvarado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-3071-46,01-102,Guatemala,Guatemala,Liceo De Computacion CSS Zona 7,Sin especificar,['2288-2093'],Zizi Arely Lopez Chinchilla,Leonel Ramiro Alvarez Carrera,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-3097-46,01-101,Guatemala,Guatemala,Academia De La Policia Nacional,Sin especificar,['2256-3642'],Maria Estela Marroquin Chur De Ortega,Sin especificar,Oficial,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
00-06-4201-46,01-101,Guatemala,Guatemala,Liceo De Ciencias Tecnicas,Sin especificar,['2288-1033'],Maria Estela Marroquin Chur De Ortega,Carlos Humberto Barrios Lopez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-06-4365-46,01-102,Guatemala,Guatemala,Liceo De Ciencias Tecnicas,Sin especificar,['2288-1033'],Zizi Arely Lopez Chinchilla,Miriam Mendez Vasquez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-4407-46,01-407,Guatemala,Guatemala,Liceo De Ciencias Tecnicas,Sin especificar,['2288-1033'],Carlos Humberto Gonzalez De Leon,Sin especificar,Privado,Urbana,Temporal Titulos,Monolingue,Intermedia,Diario,Metropolitana
00-06-4731-46,01-102,Guatemala,Guatemala,Instituto Mixto Dr Rodolfo Robles,Sin especificar,['2288-5288'],Zizi Arely Lopez Chinchilla,Rodolfo Vargas Alvarado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-06-7241-46,01-101,Guatemala,Guatemala,Centro Estudiantil Fenix Cef,Sin especificar,['2254-5281'],Maria Estela Marroquin Chur De Ortega,Angelica Becilia Pacheco Mazariegos,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-7248-46,Sin especificar,Guatemala,Guatemala,Colegio De Formacion Profesional En Computacion,Sin especificar,['2289-1784'],Sin especificar,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
00-06-7570-46,01-102,Guatemala,Guatemala,Colegio Privado Teresa De Avila,Sin especificar,['2288-0382'],Zizi Arely Lopez Chinchilla,Jose Leonel Quezada Abdo,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-06-7602-46,Sin especificar,Guatemala,Guatemala,Colegio Mixto De Informatica Y Desarrollo Humano Principal Maria Por Madurez,Sin especificar,['2892-0912'],Maria Felicita Roque Carrera,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Metropolitana
00-06-7767-46,Sin especificar,Guatemala,Guatemala,Centro De Computacion ImbPc No2,Sin especificar,['2254-0051'],Sin especificar,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
00-06-7816-46,01-102,Guatemala,Guatemala,Colegio Mixto Cipresales,Sin especificar,['2288-2123'],Zizi Arely Lopez Chinchilla,Emma Etelvina Orellana Ramirez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-7858-46,01-101,Guatemala,Guatemala,Liceo En Computacion 2000,Sin especificar,['2206-7425'],Maria Estela Marroquin Chur De Ortega,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
00-06-7859-46,01-101,Guatemala,Guatemala,Liceo En Computacion 2000,Sin especificar,['2254-5836'],Maria Estela Marroquin Chur De Ortega,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
00-06-7958-46,01-402,Guatemala,Guatemala,Colegio De Formacion Profesional En Computacion,Sin especificar,['2289-1784'],Carlos Humberto Gonzalez De Leon,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Metropolitana
00-06-8438-46,01-101,Guatemala,Guatemala,Instituto De Educacion Basica Por Madurez Y Bachillerato En CcLl Por Madurez Adsc Policia Nacional Civil,Sin especificar,['2429-9965'],Maria Estela Marroquin Chur De Ortega,Magda Raquel Recinos Barahona De Perez,Oficial,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-06-8459-46,01-407,Guatemala,Guatemala,Centro De Computacion ImbPc No2,Sin especificar,"['2279-1315', '2279-1316']",Carlos Humberto Gonzalez De Leon,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-06-9125-46,01-101,Guatemala,Guatemala,Escuela Experimental Con Orientacion Ocupacional Villa De Los Ninos Zona 6,Sin especificar,['2254-3139'],Maria Estela Marroquin Chur De Ortega,Julio Benjamin Hernandez Dieguez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Diario,Metropolitana
00-06-9347-46,01-403,Guatemala,Guatemala,Liceo De Computacion CSS Zona 7,Sin especificar,['2288-2093'],Carlos Humberto Gonzalez De Leon,Leonel Ramiro Alvarez Carrera,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-06-9564-46,01-106,Guatemala,Guatemala,Liceo Navarra Sociedad Anonima,Sin especificar,['2286-8990'],Cesar Arnoldo Martinez Garcia,Dunia Graciela Diaz Guerra,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-06-9571-46,01-102,Guatemala,Guatemala,Liceo De Computacion CSS Zona 7,Sin especificar,['2288-2093'],Zizi Arely Lopez Chinchilla,Leonel Ramiro Alvarez Carrera,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Metropolitana
00-06-9626-46,01-101,Guatemala,Guatemala,Liceo Fronesis,Sin especificar,['2288-4796'],Maria Estela Marroquin Chur De Ortega,Elvira Ofelia Monterroso Rivera,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-06-9627-46,01-102,Guatemala,Guatemala,Liceo Fronesis,Sin especificar,['2288-4796'],Zizi Arely Lopez Chinchilla,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
00-06-9629-46,01-407,Guatemala,Guatemala,Liceo Fronesis,Sin especificar,['2288-4796'],Carlos Humberto Gonzalez De Leon,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-06-9630-46,01-407,Guatemala,Guatemala,Liceo Fronesis,Sin especificar,['2288-4796'],Carlos Humberto Gonzalez De Leon,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-06-9714-46,01-403,Guatemala,Guatemala,Liceo En Computacion 2000,Sin especificar,['2254-5836'],Carlos Humberto Gonzalez De Leon,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-06-9795-46,99-001,Guatemala,Guatemala,Instituto Nacional Diversificado Vespertino Enrique Gomez Carrillo Con Orientacion Comercial,Sin especificar,Sin especificar,Silvia Eugenia Valdez Monterroso De Carballo,Sin especificar,Oficial,Urbana,Temporal Titulos,Monolingue,Vespertina,Diario,Metropolitana
00-06-9796-46,99-001,Guatemala,Guatemala,Instituto Nacional Diversificado Vespertino Romulo Gallegos Freire Con Orientacion Comercial,Sin especificar,Sin especificar,Silvia Eugenia Valdez Monterroso De Carballo,Sin especificar,Oficial,Urbana,Temporal Titulos,Monolingue,Vespertina,Diario,Metropolitana
00-06-9809-46,01-102,Guatemala,Guatemala,Instituto Privado Mixto Jose Ernesto Monzon,Sin especificar,"['2289-4824', '2288-1328']",Zizi Arely Lopez Chinchilla,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
00-07-0002-46,01-623,Guatemala,Guatemala,Colegio Bilingue De Computacion,Sin especificar,['2431-2167'],Federico Estuardo Irungaray Samayoa,Delia Ramirez Farfan,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0004-46,01-101,Guatemala,Guatemala,Liceo Tecnico Comercial Miramundo,Sin especificar,Sin especificar,Maria Estela Marroquin Chur De Ortega,Mario Gonzalez,Privado,Urbana,Temporal Titulos,Monolingue,Intermedia,Diario,Metropolitana
00-07-0007-46,01-623,Guatemala,Guatemala,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5018-9731'],Federico Estuardo Irungaray Samayoa,Alberto Felipe Yax,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-07-0010-46,01-639,Guatemala,Guatemala,Instituto Tecnico De Capacitacion Y Productividad Intecap,Sin especificar,['2320-0000'],Andrea Vanessa Aldana Villagran De Castro,Roberto Carlos Ortiz Rizzo,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Diario,Metropolitana
00-07-0016-46,01-407,Guatemala,Guatemala,Instituto San Juan De La Cruz,Sin especificar,['2435-3249'],Carlos Humberto Gonzalez De Leon,Evelyn Lucrecia Lezana Contreras,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0022-46,01-407,Guatemala,Guatemala,Instituto San Juan De La Cruz,Sin especificar,['2435-3249'],Carlos Humberto Gonzalez De Leon,Evelyn Lucrecia Lezana Contreras,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Metropolitana
00-07-0026-46,01-603,Guatemala,Guatemala,Centro Educativo Los Sauces,31 Avenida 14-26 Zona 7,['2473-8983'],Rosa Albelia Ardon De Motta,Agustin Sencion Alvarado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
00-07-0029-46,01-603,Guatemala,Guatemala,Centro Educativo Los Sauces,31 Avenida 14-26 Zona 7,['2473-8983'],Rosa Albelia Ardon De Motta,Agustin Sencion Alvarado,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0030-46,01-409,Guatemala,Guatemala,Colegio Mixto Centroamericano El Maestro Amigo,Sin especificar,['2475-1249'],Idalia Del Rosario Lopez Sandoval De Paiz,Sergio Mejia Aguilar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0031-46,01-619,Guatemala,Guatemala,Colegio En Informatica ImbPc N01,Sin especificar,['2302-5400'],Juan Waldemar Cabrera Mendez,Ketty Albertina Osorio Rivas,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Diario,Metropolitana
00-07-0033-46,01-318,Guatemala,Guatemala,Colegio Mixto Maria De Fatima,Sin especificar,['2439-4552'],Leslie Azucena Monzon Tecun,Sonia Haydee Cristiani Alvarado,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0036-46,01-619,Guatemala,Guatemala,Centro Educativo Tecnico Laboral Kinal,Sin especificar,['2387-7600'],Juan Waldemar Cabrera Mendez,Jose Mariano Escalante Alegria,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Metropolitana
00-07-0038-46,01-406,Guatemala,Guatemala,Colegio Guatemalteco De Informatica,Sin especificar,['2473-8890'],Miguel Alvaro Rodriguez Portillo,Hilda Lucy Villatoro Flores De Herrera,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0039-46,01-623,Guatemala,Guatemala,Escuela Experimental De Aplicacion Miron Munoz URL Fe Y Alegria N 40,Sin especificar,['2431-9988'],Federico Estuardo Irungaray Samayoa,Candice Maria Hernandez Luna,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-07-0040-46,01-619,Guatemala,Guatemala,Colegio Mixto Duruelo,Sin especificar,['2436-2913'],Juan Waldemar Cabrera Mendez,Maria Del Carmen Gonzalez Gonzalez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-07-0042-46,01-639,Guatemala,Guatemala,Liceo Mixto En Computacion Rotterdam,Sin especificar,['2473-8493'],Andrea Vanessa Aldana Villagran De Castro,Maria Del Carmen Lopez Benavente,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0054-46,01-619,Guatemala,Guatemala,Colegio Tecnico En Computacion San Juan,Sin especificar,['2475-4329'],Juan Waldemar Cabrera Mendez,Aura Marina Mejia Fuentes,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-07-0055-46,01-604,Guatemala,Guatemala,Liceo Tecnologico Andre Ampere,Sin especificar,['2439-6679'],Emora Emperatriz Cruz De Fuentes,Axel Romeo Calderon Rojas,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
00-07-0056-46,01-604,Guatemala,Guatemala,Liceo Tecnologico Andre Ampere,Sin especificar,['2439-6679'],Emora Emperatriz Cruz De Fuentes,Axel Romeo Calderon Rojas,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Diario,Metropolitana
00-07-0061-46,01-409,Guatemala,Guatemala,Colegio En Computacion San Juan,Sin especificar,['2431-4037'],Idalia Del Rosario Lopez Sandoval De Paiz,Dora Graciela Vielman,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0063-46,01-619,Guatemala,Guatemala,Colegio En Computacion San Juan,Sin especificar,['2431-3047'],Juan Waldemar Cabrera Mendez,Dora Graciela Vielman,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
00-07-0072-46,01-619,Guatemala,Guatemala,Instituto Tecnologico En Estudios Diversificados Sanjuan,Sin especificar,['2474-0582'],Juan Waldemar Cabrera Mendez,Orfania Alvarez Perdomo,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
00-07-0076-46,01-409,Guatemala,Guatemala,Instituto Tecnologico En Estudios Diversificados Sanjuan,Sin especificar,['2474-0582'],Idalia Del Rosario Lopez Sandoval De Paiz,Orfania Alvarez Perdomo,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0077-46,01-409,Guatemala,Guatemala,Instituto Tecnologico En Estudios Diversificados Sanjuan,Sin especificar,['2474-0582'],Idalia Del Rosario Lopez Sandoval De Paiz,Orfania Alvarez Perdomo,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
00-07-0080-46,01-409,Guatemala,Guatemala,Instituto Tecnologico En Electronica Y Dibujo ITeD Ii,Sin especificar,['2439-2574'],Idalia Del Rosario Lopez Sandoval De Paiz,Oscar Alfredo Herrera Juarez,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
