code,district,department,municipality,school_name,address,phone,supervisor,director,sector,area,status,teaching_mode,schedule,plan,departmental
12-15-0192-46,12-117,San Marcos,Malacatan,Instituto Privado Mixto Malacateco,Sin especificar,['7777-0748'],Angel Dionel Barrios Lopez,Willy Francisco Castillo Wundram,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-15-0194-46,12-117,San Marcos,Malacatan,Centro De Estudios Por Madurez Ceem,Sin especificar,['3016-2378'],Angel Dionel Barrios Lopez,Magnolia Rosalett Cifuentes Barrios,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-15-0196-46,12-117,San Marcos,Malacatan,Instituto Tecnologico Empresarial,Sin especificar,['5617-7587'],Angel Dionel Barrios Lopez,Lissan Iveth Orozco Trinidad,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-15-0197-46,12-117,San Marcos,Malacatan,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5943-1631'],Angel Dionel Barrios Lopez,Victor De Jesus Mazariegos Roblero,Oficial,Rural,Abierta,Monolingue,Matutina,Diario,Suroccidente
12-15-0201-46,12-080,San Marcos,Malacatan,Colegio Privado Mixto Emmanuel,Sin especificar,['5192-8774'],Ramiro Armando Ochoa Maldonado,Damaris Melissa Yoc Corredor,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-15-0203-46,12-109,San Marcos,Malacatan,Centro De Educacion Extraescolar Ceex Malacatan,Sin especificar,['5544-8200'],Violeta Floridalma Fuentes Quiroa,Jose Roberto Melgar Echeverria,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
12-15-0206-46,12-117,San Marcos,Malacatan,Liceo Preuniversitario Panamericano,Sin especificar,['5719-5186'],Angel Dionel Barrios Lopez,Jerver Giovani Bravo Morales,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-15-0208-46,12-080,San Marcos,Malacatan,Instituto Particular Tecnico Vocacional Practico Moderno,Sin especificar,['5995-4065'],Ramiro Armando Ochoa Maldonado,Hector Augusto Ochoa Gonzalez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-15-0209-46,12-133,San Marcos,Malacatan,Liceo Preparatoria,Sin especificar,['7777-0463'],Humberto Rene Gordillo Arana,Gilda Patricia Chang Santiago,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Suroccidente
12-15-0733-46,12-133,San Marcos,Malacatan,Colegio Privado Santa Lucia,1 Avenida 4-15 Zona 1,['7776-9404'],Humberto Rene Gordillo Arana,Juana De La Cruz Garcia Donis,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-15-0735-46,12-133,San Marcos,Malacatan,Instituto Privado Mixto Malacateco,Sin especificar,['7777-0748'],Humberto Rene Gordillo Arana,Herver Donival Chilel Castanon,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
12-15-0736-46,12-117,San Marcos,Malacatan,Instituto Particular Liceo Guatemala,6 Avenida 1-22 Zona 1,['7777-0084'],Angel Dionel Barrios Lopez,Carlyle Maldonado Morales,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-15-0737-46,12-117,San Marcos,Malacatan,Instituto Normal Mixto,Sin especificar,['5469-9322'],Angel Dionel Barrios Lopez,Rony Gualberto Fuentes Miranda,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario,Suroccidente
12-15-1300-46,12-058,San Marcos,Malacatan,Colegio Evangelico Mixto Centroamericano,Sin especificar,['5717-3494'],Rosalinda Vitalina Jimenez Perez,Sara Elizabeth Dardon Argueta De Orozco,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-15-2938-46,12-133,San Marcos,Malacatan,Instituto Particular Tecnico Vocacional Practico Moderno,Sin especificar,['5957-0117'],Humberto Rene Gordillo Arana,Hector Augusto Ochoa Gonzalez,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-15-3047-46,12-133,San Marcos,Malacatan,Instituto Privado Tecnologico Benson,Sin especificar,['7777-0755'],Humberto Rene Gordillo Arana,Luis Manuel Rivero Hernandez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-15-3447-46,12-133,San Marcos,Malacatan,Centro De Estudios Por Madurez Ceem,Sin especificar,['7760-1164'],Humberto Rene Gordillo Arana,Magnolia Rosalett Cifuentes Barrios,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Suroccidente
12-15-4163-46,12-133,San Marcos,Malacatan,Instituto Privado Mixto Malacateco,Sin especificar,['7777-0748'],Humberto Rene Gordillo Arana,Willy Francisco Castillo Wundram,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Suroccidente
12-15-4193-46,Sin especificar,San Marcos,Malacatan,Instituto Normal Mixto Malacatan,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Oficial,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Suroccidente
12-15-4644-46,99-001,San Marcos,Malacatan,Colegio Corazon De Jesus,Sin especificar,Sin especificar,Silvia Eugenia Valdez Monterroso De Carballo,Sin especificar,Privado,Urbana,Temporal Titulos,Monolingue,Matutina,Fin de semana,Suroccidente
12-15-4877-46,12-058,San Marcos,Malacatan,Instituto Privado Mixto Malacateco,Sin especificar,['7777-0748'],Rosalinda Vitalina Jimenez Perez,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Suroccidente
12-15-4916-46,12-058,San Marcos,Malacatan,Instituto Privado Mixto Malacateco,Sin especificar,['7777-0748'],Rosalinda Vitalina Jimenez Perez,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-15-5094-46,12-117,San Marcos,Malacatan,Centro Privado De Estudios Superacion,Sin especificar,['5748-7516'],Angel Dionel Barrios Lopez,Fredy Waldemar Bautista Fuentes,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-15-5427-46,99-001,San Marcos,Malacatan,Instituto De Perito En Mercadotecnia Y Publicidad,Sin especificar,Sin especificar,Silvia Eugenia Valdez Monterroso De Carballo,Sin especificar,Oficial,Urbana,Temporal Titulos,Monolingue,Matutina,Diario,Suroccidente
12-16-0026-46,12-116,San Marcos,Catarina,Instituto Nacional De Educacion Diversificada Xekupilaj,2 Avenida 2-27 Zona 1,['5452-7327'],Sandra Patricia Barrios Bonilla,Nerly Ovany De Leon Requena,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-16-0027-46,12-037,San Marcos,Catarina,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4218-4410'],Cesar Augusto Ambrocio Gutierrez,Vicman Alfredo Guzman Barrios,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-16-0028-46,12-037,San Marcos,Catarina,Colegio Cristiano Shekina,Sin especificar,['7722-7319'],Cesar Augusto Ambrocio Gutierrez,Marta Florencia Munoz De Rodriguez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-16-0029-46,12-037,San Marcos,Catarina,Colegio Cristiano Shekina,Sin especificar,['7722-7319'],Cesar Augusto Ambrocio Gutierrez,Marta Florencia Munoz De Rodriguez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-16-0031-46,12-037,San Marcos,Catarina,Instituto Tecnologico Catarina,Sin especificar,['7722-7369'],Cesar Augusto Ambrocio Gutierrez,Herman Alejandro Barrios Maldonado,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
12-16-0041-46,12-037,San Marcos,Catarina,Colegio Cristiano Mixto Bethel,Sin especificar,['5340-9424'],Cesar Augusto Ambrocio Gutierrez,Irida Elizet Bautista Orozco,Privado,Rural,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-16-0043-46,12-037,San Marcos,Catarina,Colegio Cristiano Mixto Bethel,Sin especificar,['5340-9424'],Cesar Augusto Ambrocio Gutierrez,Irida Elizet Bautista Orozco,Privado,Rural,Abierta,Monolingue,Matutina,Diario,Suroccidente
12-16-0044-46,12-037,San Marcos,Catarina,Colegio Cristiano Mixto Bethel,Sin especificar,['5340-9424'],Cesar Augusto Ambrocio Gutierrez,Irida Elizet Bautista Orozco,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-16-0045-46,12-037,San Marcos,Catarina,Colegio Cristiano Mixto Bethel,Sin especificar,['5340-9424'],Cesar Augusto Ambrocio Gutierrez,Irida Elizet Bautista Orozco,Privado,Rural,Abierta,Monolingue,Doble,Diario,Suroccidente
12-16-0047-46,12-116,San Marcos,Catarina,Colegio Cristiano Shekina,9 Calle Zona 1,['7722-7704'],Sandra Patricia Barrios Bonilla,Marta Florencia Munoz De Rodriguez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-16-0049-46,12-037,San Marcos,Catarina,Colegio Cristiano Mixto Bethel,Sin especificar,['5340-9424'],Cesar Augusto Ambrocio Gutierrez,Irida Elizet Bautista Orozco,Privado,Rural,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-16-4152-46,12-037,San Marcos,Catarina,Instituto Tecnologico Catarina,Sin especificar,['7722-7369'],Cesar Augusto Ambrocio Gutierrez,Herman Alejandro Barrios Maldonado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Suroccidente
12-16-5374-46,12-116,San Marcos,Catarina,Colegio Cristiano Shekina,9 Calle Zona 1,['7722-7704'],Sandra Patricia Barrios Bonilla,Marta Florencia Munoz De Rodriguez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Suroccidente
12-16-5375-46,12-116,San Marcos,Catarina,Colegio Cristiano Shekina,9 Calle Zona 1,['7722-7704'],Sandra Patricia Barrios Bonilla,Marta Florencia Munoz De Rodriguez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-17-0009-46,12-080,San Marcos,Ayutla,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5970-9365'],Ramiro Armando Ochoa Maldonado,Victor Gabriel Rodriguez Zamora,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-0010-46,12-080,San Marcos,Ayutla,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4856-8345'],Ramiro Armando Ochoa Maldonado,Elder Adiel Barrios Fuentes,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-0013-46,12-080,San Marcos,Ayutla,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4255-5386'],Ramiro Armando Ochoa Maldonado,Dora Thelma Herrarte Moran,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-0019-46,12-096,San Marcos,Ayutla,Instituto Particular Mixto Tecun Uman,Sin especificar,['7776-8413'],Romulo Augusto Tul Mazariegos,Oswaldo Leonel Lopez Barrios,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-17-0023-46,12-080,San Marcos,Ayutla,Liceo Ayutleco,Sin especificar,['7776-5958'],Ramiro Armando Ochoa Maldonado,Oscar Romeo Gonzales Mendoza,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
12-17-0024-46,12-080,San Marcos,Ayutla,Liceo Ayutleco,Sin especificar,['7776-5958'],Ramiro Armando Ochoa Maldonado,Oscar Romeo Gonzales Mendoza,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-0025-46,12-038,San Marcos,Ayutla,Colegio Particular Mixto Nihaib,Sin especificar,['4561-9169'],Alcira Argentina Flores Gonzales De Mayorga,Teresa De Jesus Rodas Marroquin,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Suroccidente
12-17-0027-46,12-096,San Marcos,Ayutla,Instituto Privado Mixto Rafael Landivar,Sin especificar,['7776-8427'],Romulo Augusto Tul Mazariegos,Jutberto Rolando Maldonado,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Suroccidente
12-17-0029-46,12-038,San Marcos,Ayutla,Instituto Privado Mixto San Lorenzo,Sin especificar,['7770-7527'],Alcira Argentina Flores Gonzales De Mayorga,Claudia Balbina Ramos Chilel,Privado,Rural,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-17-0030-46,12-096,San Marcos,Ayutla,Instituto Particular Mixto Tecun Uman,Sin especificar,['7776-8413'],Romulo Augusto Tul Mazariegos,Oswaldo Leonel Lopez Barrios,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Suroccidente
12-17-0031-46,12-080,San Marcos,Ayutla,Colegio Particular Mixto Nihaib,Sin especificar,['4561-9169'],Ramiro Armando Ochoa Maldonado,Irvin Cervando Perez Monzon,Privado,Urbana,Abierta,Monolingue,Nocturna,Diario,Suroccidente
12-17-0035-46,12-080,San Marcos,Ayutla,Colegio Adventista Orion,Sin especificar,['7776-6578'],Ramiro Armando Ochoa Maldonado,Dersy Sarai Ajpacaja Fuentes,Privado,Rural,Cerrada Temporalmente,Monolingue,Matutina,Diario,Suroccidente
12-17-0037-46,12-080,San Marcos,Ayutla,Instituto Privado Mixto San Lorenzo,Sin especificar,['4224-4705'],Ramiro Armando Ochoa Maldonado,Claudia Balbina Ramos Chilel,Privado,Rural,Abierta,Monolingue,Doble,Fin de semana,Suroccidente
12-17-0038-46,12-080,San Marcos,Ayutla,Instituto Privado Mixto San Lorenzo,Sin especificar,['4224-4705'],Ramiro Armando Ochoa Maldonado,Claudia Balbina Ramos Chilel,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-0040-46,12-038,San Marcos,Ayutla,Colegio Nuestra Senora De La Asuncion,Sin especificar,['4220-7216'],Alcira Argentina Flores Gonzales De Mayorga,Teresa De Jesus Rodas Marroquin,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-17-0041-46,12-080,San Marcos,Ayutla,Colegio Nuestra Senora De La Asuncion,Sin especificar,['3693-7216'],Ramiro Armando Ochoa Maldonado,Teresa De Jesus Rodas Marroquin,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-0044-46,12-080,San Marcos,Ayutla,Colegio Nuestra Senora De La Asuncion,Sin especificar,['3693-7216'],Ramiro Armando Ochoa Maldonado,Teresa De Jesus Rodas Marroquin,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-17-0045-46,12-080,San Marcos,Ayutla,Liceo Canadiense,Sin especificar,['3115-5805'],Ramiro Armando Ochoa Maldonado,Leyda Orlenda Lopez Escobar,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-0047-46,12-080,San Marcos,Ayutla,Instituto Privado Mixto San Lorenzo,Sin especificar,['7770-7527'],Ramiro Armando Ochoa Maldonado,Claudia Balbina Ramos Chilel,Privado,Rural,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-17-1150-46,12-080,San Marcos,Ayutla,Instituto Particular Mixto Tecun Uman,Sin especificar,['4293-4029'],Ramiro Armando Ochoa Maldonado,Oswaldo Leonel Lopez Barrios,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-17-3048-46,12-038,San Marcos,Ayutla,Centro De Estudios Tecnologicos TecnoPro,5 Calle 2-44 Zona 2,['5390-1836'],Alcira Argentina Flores Gonzales De Mayorga,Xxx,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-17-4558-46,12-038,San Marcos,Ayutla,Instituto Privado Mixto De Educ Basica Y Bachillerato Por Madurez,3 Avenida 6-52 Zona 2,['7776-8427'],Alcira Argentina Flores Gonzales De Mayorga,Jutberto Rolando Maldonado,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-17-5373-46,12-080,San Marcos,Ayutla,Colegio Particular Mixto Nihaib,Sin especificar,['4561-9169'],Ramiro Armando Ochoa Maldonado,Irvin Cervando Perez Monzon,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-18-0013-46,12-093,San Marcos,Ocos,Colegio Privado Rural Mixto Liceo Moderno,Sin especificar,Sin especificar,Juan Jose Tobar Tebalan,Melvi Waldir Hurtado Cifuentes,Privado,Rural,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-18-0018-46,12-039,San Marcos,Ocos,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,Sin especificar,Evelyn Liliana Fuentes Morales,Sin especificar,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-18-0022-46,12-093,San Marcos,Ocos,Colegio Adventista Maranatha,Sin especificar,['4583-2459'],Juan Jose Tobar Tebalan,Sonia Noemi Garcia Fuentes Aguirre,Privado,Rural,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-18-0023-46,12-093,San Marcos,Ocos,Colegio Adventista Maranatha,Sin especificar,['4583-2459'],Juan Jose Tobar Tebalan,Sonia Noemi Garcia Fuentes Aguirre,Privado,Rural,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-18-3960-46,12-093,San Marcos,Ocos,Colegio Privado Rural Mixto Liceo Moderno,Sin especificar,['5889-9435'],Juan Jose Tobar Tebalan,Melvi Maldir Hurtado Cifuentes,Privado,Rural,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-18-5062-46,12-040,San Marcos,Ocos,Centro Educativo Cristo El Salvador Fe Y Alegria No 03,Sin especificar,Sin especificar,Fredy Neftali Orozco Godinez,Sin especificar,Privado,Rural,Cerrada Temporalmente,Monolingue,Matutina,Diario,Suroccidente
12-19-0048-46,12-031,San Marcos,San Pablo,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4193-0402'],Cesar Augusto Fuentes Del Valle,Jose Alfredo Maldonado De Leon,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0049-46,12-031,San Marcos,San Pablo,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['3101-0093'],Cesar Augusto Fuentes Del Valle,Juan Ottoniel Santos Ramos,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0057-46,12-031,San Marcos,San Pablo,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4274-8184'],Cesar Augusto Fuentes Del Valle,Mario Enrique Solano Dell,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0058-46,12-112,San Marcos,San Pablo,Colegio De Informatica Aurelio Baldor Ciab,2 Calle 2-38 Zona 1,['7792-3650'],Rudy Armando Sanic Chali,Ana Lucrecia Mazariegos Garcia,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-19-0084-46,12-031,San Marcos,San Pablo,Instituto De Educacion Diversificada Por Cooperativa De Ensenanza Santo Domingo,Sin especificar,['3180-4317'],Cesar Augusto Fuentes Del Valle,Gregorio Fridolino Castro Hernandez,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0086-46,12-035,San Marcos,San Pablo,Instituto De Educacion Diversificada Por El Sistema De Cooperativa,Sin especificar,['5901-0180'],Cesar Augusto Rodriguez Chilel,Abel Desiderio Lopez Barrios,Cooperativa,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-19-0100-46,12-035,San Marcos,San Pablo,Colegio Mixto Liceo Orizaba,Sin especificar,['4106-2381'],Cesar Augusto Rodriguez Chilel,Dulce Rocio Escobar Ramirez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-19-0101-46,12-031,San Marcos,San Pablo,Colegio Mixto Liceo Orizaba,Sin especificar,['4106-2381'],Cesar Augusto Fuentes Del Valle,Cindy Nohemi Lopez Chilel,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0110-46,12-031,San Marcos,San Pablo,Instituto Tecnologico Lincoln,Sin especificar,['5207-1811'],Cesar Augusto Fuentes Del Valle,Luis Manuel Rivero Merida,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
12-19-0111-46,12-031,San Marcos,San Pablo,Instituto Tecnologico Lincoln,Sin especificar,['5207-1811'],Cesar Augusto Fuentes Del Valle,Luis Manuel Rivero Merida,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0112-46,12-031,San Marcos,San Pablo,Enbi Centro De Educacion Extraescolar Ceex,Sin especificar,['4708-1725'],Cesar Augusto Fuentes Del Valle,Noe Angel Hernandez Berduo,Municipal,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0115-46,12-112,San Marcos,San Pablo,Colegio Adventista Mixto Tocache,Sin especificar,['5009-9558'],Rudy Armando Sanic Chali,Norma Marina Cardona,Privado,Rural,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-19-0116-46,12-031,San Marcos,San Pablo,Enbi Centro De Educacion Extraescolar Ceex,Sin especificar,['5975-3655'],Cesar Augusto Fuentes Del Valle,Seidy Maridelia Zacarias Gonzalez,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
12-19-0118-46,12-031,San Marcos,San Pablo,Instituto De Educacion Diversificada Por Cooperativa De Ensenanza Santo Domingo,Sin especificar,['4978-5637'],Cesar Augusto Fuentes Del Valle,Leslie Antonieta Yoc Ovalle,Cooperativa,Rural,Abierta,Bilingue,Vespertina,Diario,Suroccidente
12-19-0119-46,12-031,San Marcos,San Pablo,Instituto De Educacion Diversificada Por Cooperativa De Ensenanza Santo Domingo,Sin especificar,['4694-4682'],Cesar Augusto Fuentes Del Valle,Karis Susett Castanon Velasquez,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0120-46,12-031,San Marcos,San Pablo,Instituto De Educacion Diversificada Por Cooperativa De Ensenanza Santo Domingo,Sin especificar,['3657-8766'],Cesar Augusto Fuentes Del Valle,Mario Humberto Mejia Vicente,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-19-0121-46,12-031,San Marcos,San Pablo,Instituto De Educacion Diversificada Por Cooperativa De Ensenanza Santo Domingo,Sin especificar,['4694-4682'],Cesar Augusto Fuentes Del Valle,Karis Susett Castanon Velasquez,Cooperativa,Rural,Abierta,Monolingue,Doble,Diario,Suroccidente
12-19-0122-46,12-031,San Marcos,San Pablo,Instituto De Educacion Diversificada Por Cooperativa De Ensenanza Santo Domingo,Sin especificar,['3657-8766'],Cesar Augusto Fuentes Del Valle,Mario Humberto Mejia Vicente,Cooperativa,Rural,Abierta,Monolingue,Doble,Diario,Suroccidente
12-19-0125-46,12-031,San Marcos,San Pablo,Colegio Mixto Liceo Orizaba,Sin especificar,['4888-5266'],Cesar Augusto Fuentes Del Valle,Cindy Nohemi Lopez Chilel,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Suroccidente
12-19-3909-46,12-101,San Marcos,San Pablo,Liceo Tecnologico Humanista San Pablo,Sin especificar,Sin especificar,Veronica Esperanza Aguilar Gomez,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-19-5070-46,12-035,San Marcos,San Pablo,Instituto Mixto Municipal Nocturno De Educacion Diversificada,Sin especificar,Sin especificar,Cesar Augusto Rodriguez Chilel,Sin especificar,Municipal,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-19-5276-46,12-112,San Marcos,San Pablo,Colegio Privado Emanuel,Sin especificar,Sin especificar,Rudy Armando Sanic Chali,Sin especificar,Privado,Rural,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-20-0033-46,12-043,San Marcos,El Quetzal,Instituto De Educacion Diversificada Por Cooperativa El Pueblito,Sin especificar,['5348-0231'],Dina Claudeth Munoz Maldonado De Gutierrez,Herlinda Del Carmen Guevara Cipriano,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-20-0034-46,12-131,San Marcos,El Quetzal,Colegio Privado Mixto Fe Y Esperanza,Sin especificar,['5193-7592'],Silvia Goretty Orozco Sebastian De Ordonez,Jonathan Alexander Ordonez Coronado,Privado,Rural,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Suroccidente
12-21-0019-46,12-044,San Marcos,La Reforma,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4598-8550'],Rudy Amilcar Requena Godinez,Grethel Florencileny Merida,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-21-0027-46,12-044,San Marcos,La Reforma,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5706-2876'],Rudy Amilcar Requena Godinez,Sandy Paola Rodas Guzman,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-21-0032-46,12-109,San Marcos,La Reforma,Enbi Centro De Educacion Extraescolar Ceex,Sin especificar,['5974-9398'],Violeta Floridalma Fuentes Quiroa,Jovita Beatriz Laparra De Leon,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
12-21-0033-46,12-044,San Marcos,La Reforma,Instituto Privado Mixto Jose Rodrigo Perez Y Perez,Sin especificar,['4827-5828'],Rudy Amilcar Requena Godinez,Evelyn Cristina Guachin Orozco,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-21-3038-46,12-044,San Marcos,La Reforma,Colegio Privado Mixto La Reforma,Sin especificar,['5341-4579'],Rudy Amilcar Requena Godinez,Miguel Angel Solis Rivera,Privado,Urbana,Abierta,Monolingue,Intermedia,Diario,Suroccidente
12-21-5261-46,12-044,San Marcos,La Reforma,Instituto Privado Mixto Jose Rodrigo Perez Y Perez,Sin especificar,['4827-5828'],Rudy Amilcar Requena Godinez,Evelyn Cristina Guachin Orozco,Privado,Rural,Cerrada Temporalmente,Monolingue,Doble,Diario,Suroccidente
12-22-0003-46,12-124,San Marcos,Pajapita,Instituto Tecnologico Gerardi,Sin especificar,['5717-7772'],Kandy Rossana De Leon Moran,Edwin Manuel Merida Viau,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Suroccidente
12-22-0008-46,12-045,San Marcos,Pajapita,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4299-0489'],Delfino Eliseo Maldonado Gavarrete,Ana Mercedes Figueroa Vela,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-22-0015-46,12-121,San Marcos,Pajapita,Instituto De Educacion Diversificada Por Cooperativa El Pueblito,Sin especificar,['4126-5158'],Luis Fernando Sanchez Silva,Elvia Ismelda Carreto Perez,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario,Suroccidente
12-22-0020-46,12-121,San Marcos,Pajapita,Liceo Experimental,Sin especificar,['4120-0420'],Luis Fernando Sanchez Silva,Yeimy Rocio Granados Ramirez,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Suroccidente
12-22-0022-46,12-124,San Marcos,Pajapita,Instituto Tecnologico Gerardi,Sin especificar,['5717-7772'],Kandy Rossana De Leon Moran,Edwin Manuel Merida Viau,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Suroccidente
